,Film,Year,Rated,Released,Runtime,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
0,Ocean's Eleven,2001,PG-13,07 Dec 2001,116 min,74,7.7,"500,741",tt0240772,"$183,349,128"
0,Public Enemies,2009,R,01 Jul 2009,140 min,70,7.0,"275,023",tt1152836,"$97,000,000"
0,Ocean's Twelve,2004,PG-13,10 Dec 2004,125 min,58,6.5,"349,441",tt0349903,"$125,402,117"
0,Obsessed,2009,PG-13,24 Apr 2009,108 min,25,5.0,"28,685",tt1198138,"$68,261,644"
0,Nurse Betty,2000,R,08 Sep 2000,110 min,69,6.1,"32,505",tt0171580,N/A
0,Pulp Fiction,1994,R,14 Oct 1994,154 min,94,8.9,"1,764,981",tt0110912,N/A
0,Ninja Assassin,2009,R,25 Nov 2009,99 min,34,6.3,"66,929",tt1186367,"$38,105,077"
0,Nick of Time,1995,R,22 Nov 1995,90 min,N/A,6.3,"37,916",tt0113972,N/A
0,No Country for Old Men,2007,R,21 Nov 2007,122 min,91,8.1,"823,136",tt0477348,"$74,223,625"
0,Martha Marcy May Marlene,2011,R,21 Dec 2011,102 min,75,6.9,"47,560",tt1441326,"$2,981,038"
0,Margin Call,2011,R,29 Sep 2011,107 min,76,7.1,"112,802",tt1615147,"$600,000"
0,Machete,2010,R,03 Sep 2010,105 min,60,6.6,"187,641",tt0985694,"$26,200,000"
0,Snow White and the Huntsman,2012,PG-13,01 Jun 2012,127 min,57,6.1,"267,818",tt1735898,"$155,081,785"
0,Metro,1997,R,17 Jan 1997,117 min,N/A,5.5,"25,096",tt0119664,N/A
0,Midnight Express,1978,R,06 Oct 1978,121 min,59,7.6,"71,083",tt0077928,N/A
0,Point Break,1991,R,12 Jul 1991,122 min,58,7.3,"150,813",tt0102685,N/A
0,Miller's Crossing,1990,R,05 Oct 1990,115 min,66,7.7,"123,096",tt0100150,N/A
0,Revelation Road: The Beginning of the End,2013,Not Rated,01 Mar 2013,88 min,N/A,4.9,"1,706",tt2412746,N/A
0,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,09 Jul 2003,143 min,63,8.0,"997,584",tt0325980,"$305,343,252"
0,Robin Hood: Prince of Thieves,1991,PG-13,14 Jun 1991,143 min,51,6.9,"173,748",tt0102798,N/A
0,Master and Commander: The Far Side of the World,2003,PG-13,14 Nov 2003,138 min,81,7.4,"196,696",tt0311113,"$92,100,000"
0,Mission: Impossible,1996,PG-13,22 May 1996,110 min,59,7.1,"377,541",tt0117060,N/A
0,The Man in the Iron Mask,1998,PG-13,13 Mar 1998,132 min,48,6.5,"153,059",tt0120744,N/A
0,"O Brother, Where Art Thou?",2000,PG-13,02 Feb 2001,107 min,69,7.7,"276,491",tt0190590,"$45,150,731"
0,Sideways,2004,R,21 Jan 2005,127 min,94,7.5,"175,791",tt0375063,"$71,444,367"
0,Machine Gun Preacher,2011,R,02 Nov 2011,129 min,43,6.8,"61,962",tt1586752,"$400,000"
0,Made,2001,R,31 Aug 2001,95 min,62,6.4,"16,911",tt0227005,"$3,673,981"
0,Max Payne,2008,PG-13,17 Oct 2008,100 min,31,5.4,"120,508",tt0467197,"$40,632,110"
0,Miami Vice,2006,R,28 Jul 2006,132 min,65,6.0,"107,576",tt0430357,"$63,400,000"
0,Man on Fire,2004,R,23 Apr 2004,146 min,47,7.7,"321,537",tt0328107,"$77,600,000"
0,Mean Streets,1973,R,14 Oct 1973,112 min,96,7.3,"95,563",tt0070379,N/A
0,"Lock, Stock and Two Smoking Barrels",1998,R,28 Aug 1998,107 min,66,8.2,"520,258",tt0120735,N/A
0,Jackie Brown,1997,R,25 Dec 1997,154 min,64,7.5,"306,026",tt0119396,N/A
0,Law Abiding Citizen,2009,R,16 Oct 2009,109 min,34,7.4,"264,575",tt1197624,"$73,343,413"
0,Lord of War,2005,R,16 Sep 2005,122 min,62,7.6,"288,049",tt0399295,"$24,033,036"
0,The 10th Kingdom: The Making of an Epic,2000,N/A,N/A,30 min,N/A,7.9,253,tt0231059,N/A
0,Killing Zoe,1993,R,01 Sep 1994,96 min,N/A,6.5,"19,391",tt0110265,N/A
0,John Wick,2014,R,24 Oct 2014,101 min,68,7.4,"514,375",tt2911666,N/A
0,Joker,2019,R,04 Oct 2019,122 min,59,8.5,"809,274",tt7286456,N/A
0,Into the Woods,2014,PG,25 Dec 2014,125 min,69,5.9,"128,879",tt2180411,"$89,789,227"
0,Kalifornia,1993,R,03 Sep 1993,117 min,49,6.7,"49,891",tt0107302,N/A
0,Jay and Silent Bob Strike Back,2001,R,24 Aug 2001,104 min,51,6.8,"146,326",tt0261392,"$29,885,424"
0,Hudson Hawk,1991,R,24 May 1991,100 min,17,5.8,"50,686",tt0102070,N/A
0,Life of Pi,2012,PG,21 Nov 2012,127 min,79,7.9,"566,900",tt0454876,"$103,500,000"
0,Into the Wild,2007,R,19 Oct 2007,148 min,73,8.1,"556,447",tt0758758,"$18,173,360"
0,Jacob's Ladder,1990,R,02 Nov 1990,113 min,62,7.5,"95,662",tt0099871,N/A
0,Indiana Jones and the Last Crusade,1989,PG-13,24 May 1989,127 min,65,8.2,"671,347",tt0097576,N/A
0,Indiana Jones and the Temple of Doom,1984,PG,23 May 1984,118 min,57,7.6,"434,438",tt0087469,N/A
0,In the Bedroom,2001,R,08 Feb 2002,131 min,86,7.4,"36,572",tt0247425,"$35,733,119"
0,Guardians of the Galaxy Vol. 2,2017,PG-13,05 May 2017,136 min,67,7.6,"542,063",tt3896198,"$389,804,217"
0,Henry's Crime,2010,R,14 Jan 2011,108 min,49,6.0,"18,377",tt1220888,"$100,000"
0,Gran Torino,2008,R,09 Jan 2009,116 min,72,8.1,"702,888",tt1205489,"$148,055,047"
0,Horrible Bosses,2011,R,08 Jul 2011,98 min,57,6.9,"413,492",tt1499658,"$116,900,000"
0,John Q,2002,PG-13,15 Feb 2002,116 min,30,7.1,"120,302",tt0251160,"$71,026,631"
0,Gone in 60 Seconds,2000,PG-13,09 Jun 2000,118 min,35,6.5,"255,572",tt0187078,"$100,978,700"
0,Frozen River,2008,R,05 Sep 2008,97 min,82,7.1,"24,235",tt0978759,"$2,061,019"
0,Death to Smoochy,2002,R,29 Mar 2002,109 min,38,6.4,"38,056",tt0266452,"$8,308,230"
0,Get Shorty,1995,R,20 Oct 1995,105 min,82,6.9,"74,125",tt0113161,N/A
0,The Godfather: Part II,1974,R,18 Dec 1974,202 min,90,9.0,"1,087,543",tt0071562,N/A
0,Auction Insider: The John Zimmer Collection,2014,N/A,06 Dec 2014,N/A,N/A,9.0,9,tt4234664,N/A
0,Drive,2011,R,16 Sep 2011,100 min,78,7.8,"552,974",tt0780504,"$34,300,000"
0,Gangs of New York,2002,R,20 Dec 2002,167 min,72,7.5,"393,904",tt0217505,"$77,605,296"
0,Insomnia,2002,R,24 May 2002,118 min,78,7.2,"265,985",tt0278504,"$67,300,000"
0,Go,1999,R,09 Apr 1999,102 min,72,7.2,"65,835",tt0139239,N/A
0,Gang Related,1997,R,08 Oct 1997,111 min,N/A,6.5,"7,732",tt0118900,N/A
0,Hostage,2005,R,11 Mar 2005,113 min,44,6.6,"105,076",tt0340163,"$34,617,915"
0,Heist,2001,R,09 Nov 2001,109 min,66,6.5,"32,600",tt0252503,"$23,287,872"
0,Heat,1995,R,15 Dec 1995,170 min,76,8.2,"557,580",tt0113277,N/A
0,Get Carter,2000,R,06 Oct 2000,102 min,24,5.2,"31,985",tt0208988,"$14,551,088"
0,Godfather,1991,Not Rated,15 Nov 1991,150 min,N/A,8.6,"2,644",tt0353496,N/A
0,Hard Rain,1998,R,16 Jan 1998,97 min,36,5.9,"31,475",tt0120696,N/A
0,Hackers,1995,PG-13,15 Sep 1995,105 min,46,6.3,"64,073",tt0113243,N/A
0,Dumb and Dumber,1994,PG-13,16 Dec 1994,107 min,41,7.3,"345,069",tt0109686,N/A
0,Zootopia,2016,PG,04 Mar 2016,108 min,78,8.0,"416,353",tt2948356,"$341,264,012"
0,Cast Away,2000,PG-13,22 Dec 2000,143 min,73,7.8,"506,438",tt0162222,N/A
0,Croupier,1998,Not Rated,28 Jul 2000,94 min,75,7.1,"17,887",tt0159382,N/A
0,Deadpool,2016,R,12 Feb 2016,108 min,65,8.0,"874,155",tt1431045,"$328,674,489"
0,Capote,2005,R,03 Feb 2006,114 min,88,7.3,"122,713",tt0379725,"$28,337,516"
0,Crime Spree,2003,R,16 Apr 2003,105 min,N/A,6.5,"5,197",tt0310924,N/A
0,Colombiana,2011,PG-13,26 Aug 2011,108 min,45,6.4,"91,834",tt1657507,"$36,665,854"
0,Catch Me If You Can,2002,PG-13,25 Dec 2002,141 min,75,8.1,"790,873",tt0264464,"$164,400,000"
0,Catwoman,2004,PG-13,23 Jul 2004,104 min,27,3.4,"108,332",tt0327554,"$40,200,000"
0,Confessions of a Dangerous Mind,2002,R,24 Jan 2003,113 min,67,7.0,"81,717",tt0270288,N/A
0,Black Rain,1989,R,22 Sep 1989,125 min,56,6.7,"47,914",tt0096933,N/A
0,Casino,1995,R,22 Nov 1995,178 min,73,8.2,"448,054",tt0112641,N/A
0,Confidence,2003,R,25 Apr 2003,97 min,59,6.7,"32,866",tt0310910,"$12,148,629"
0,BlacKkKlansman,2018,R,10 Aug 2018,135 min,83,7.5,"198,998",tt7349662,N/A
0,Bottle Rocket,1996,R,21 Feb 1996,91 min,66,7.0,"68,099",tt0115734,N/A
0,Burn After Reading,2008,R,12 Sep 2008,96 min,63,7.0,"301,770",tt0887883,"$60,338,891"
0,Blow,2001,R,06 Apr 2001,124 min,52,7.6,"235,080",tt0221027,N/A
0,Big Eyes,2014,PG-13,25 Dec 2014,106 min,62,7.0,"82,916",tt1126590,"$8,021,168"
0,Bad Santa,2003,R,26 Nov 2003,92 min,70,7.0,"131,454",tt0307987,N/A
0,Frequency,2000,PG-13,28 Apr 2000,118 min,67,7.3,"98,713",tt0186151,N/A
0,Frozen,2013,PG,27 Nov 2013,102 min,75,7.4,"556,379",tt2294629,"$400,736,600"
0,Fracture,2007,R,20 Apr 2007,113 min,68,7.2,"181,277",tt0488120,"$39,000,000"
0,Fargo,1996,R,05 Apr 1996,98 min,85,8.1,"595,812",tt0116282,N/A
0,Fight Club,1999,R,15 Oct 1999,139 min,66,8.8,"1,790,247",tt0137523,N/A
0,Face Off,2011–,TV-PG,26 Jan 2011,44 min,N/A,8.2,"5,969",tt1663641,
0,Entrapment,1999,PG-13,30 Apr 1999,113 min,54,6.3,"104,322",tt0137494,N/A
0,Fatal Instinct,1993,PG-13,29 Oct 1993,91 min,N/A,5.8,"6,623",tt0106873,N/A
0,Dog Day Afternoon,1975,R,25 Dec 1975,125 min,86,8.0,"229,397",tt0072890,N/A
0,Enough,2002,PG-13,24 May 2002,115 min,25,5.8,"38,277",tt0278435,"$39,177,215"
0,Fair Game,2010,PG-13,03 Dec 2010,108 min,69,6.8,"45,694",tt0977855,"$9,528,092"
0,Disturbia,2007,PG-13,13 Apr 2007,105 min,62,6.8,"215,909",tt0486822,"$80,050,171"
0,Die Hard 2,1990,R,03 Jul 1990,124 min,67,7.2,"327,312",tt0099423,N/A
0,Die Hard,1988,R,20 Jul 1988,132 min,72,8.2,"763,300",tt0095016,N/A
0,Deep Cover,1992,R,15 Apr 1992,107 min,N/A,6.9,"8,392",tt0104073,N/A
0,Enemy of the State,1998,R,20 Nov 1998,132 min,67,7.3,"222,054",tt0120660,N/A
0,Donnie Brasco,1997,R,28 Feb 1997,127 min,76,7.7,"268,559",tt0119008,N/A
0,Wonder Woman,2017,PG-13,02 Jun 2017,141 min,76,7.4,"531,221",tt0451279,"$412,400,625"
0,The Departed: The Inspiration,2007,N/A,N/A,13 min,N/A,8.5,24,tt6789740,N/A
0,Unbreakable,2000,PG-13,22 Nov 2000,106 min,62,7.3,"377,826",tt0217869,"$95,000,000"
0,Willow,1988,PG,20 May 1988,126 min,47,7.3,"98,271",tt0096446,N/A
0,Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,07 Jul 2006,151 min,53,7.3,"640,351",tt0383574,"$423,032,628"
0,Ted,2012,R,29 Jun 2012,106 min,62,6.9,"559,475",tt1637725,"$218,100,000"
0,Pleasantville,1998,PG-13,23 Oct 1998,124 min,71,7.5,"119,048",tt0120789,N/A
0,Scott Pilgrim vs. the World,2010,PG-13,13 Aug 2010,112 min,69,7.5,"364,263",tt0446029,"$31,494,270"
0,Thor,2011,PG-13,06 May 2011,115 min,57,7.0,"725,928",tt0800369,"$181,015,141"
0,Star Wars: The Force Awakens World Premiere Red Carpet,2015,N/A,14 Dec 2015,108 min,N/A,7.8,5,tt7768640,N/A
0,Apollo 13,1995,PG,30 Jun 1995,140 min,77,7.6,"259,692",tt0112384,N/A
0,National Geographic: Beyond the Movie - The Lord of the Rings: Return of the King,2003,Not Rated,12 Dec 2003,52 min,N/A,6.5,290,tt0405185,N/A
0,Who Framed Roger Rabbit,1988,PG,22 Jun 1988,104 min,83,7.7,"177,122",tt0096438,N/A
0,30 Minutes or Less,2011,R,12 Aug 2011,83 min,49,6.1,"91,732",tt1622547,"$37,100,000"
0,Ultimate Avengers: The Movie,2006,PG-13,21 Feb 2006,72 min,N/A,6.7,"11,771",tt0491703,N/A
0,Three Men and a Baby,1987,PG,25 Nov 1987,102 min,61,6.0,"46,024",tt0094137,N/A
0,You've Got Mail,1998,PG,18 Dec 1998,119 min,57,6.6,"188,515",tt0128853,N/A
0,Youth in Revolt,2009,R,08 Jan 2010,90 min,63,6.4,"71,723",tt0403702,"$15,150,933"
0,Speed Racer,2008,PG,09 May 2008,135 min,37,6.0,"67,391",tt0811080,"$43,929,341"
0,Zerophilia,2005,N/A,13 Oct 2006,90 min,41,6.2,"2,176",tt0421090,N/A
0,The Lord of the Rings: The Two Towers,2002,PG-13,18 Dec 2002,179 min,87,8.7,"1,438,266",tt0167261,"$339,700,000"
0,Mystery Men,1999,PG-13,06 Aug 1999,121 min,65,6.1,"60,815",tt0132347,N/A
0,Yes Man,2008,PG-13,19 Dec 2008,104 min,46,6.8,"327,362",tt1068680,"$97,600,000"
0,Wild at Heart,1990,R,17 Aug 1990,125 min,52,7.2,"80,227",tt0100935,N/A
0,Witness,1985,R,08 Feb 1985,112 min,76,7.4,"83,584",tt0090329,N/A
0,Water for Elephants,2011,PG-13,22 Apr 2011,120 min,52,6.9,"109,237",tt1067583,"$58,700,247"
0,True Romance,1993,R,10 Sep 1993,119 min,59,7.9,"199,873",tt0108399,N/A
0,Up in the Air,2009,R,23 Dec 2009,109 min,83,7.4,"312,450",tt1193138,"$83,775,048"
0,Tristan and Isolde,1981,N/A,15 Jan 1982,84 min,N/A,6.6,71,tt0089146,N/A
0,True Lies,1994,R,15 Jul 1994,141 min,63,7.2,"231,028",tt0111503,N/A
0,Twilight,2008,PG-13,21 Nov 2008,122 min,56,5.2,"412,755",tt1099212,"$191,449,475"
0,A Walk to Remember: A Day on the Set with Mandy Moore,2002,N/A,N/A,5 min,N/A,6.9,14,tt3921080,N/A
0,Tamara Drewe,2010,R,10 Sep 2010,107 min,64,6.2,"20,168",tt1486190,"$560,101"
0,There's Something About Mary,1998,R,15 Jul 1998,119 min,69,7.1,"284,946",tt0129387,N/A
0,St. Elmo's Fire,1985,R,28 Jun 1985,110 min,35,6.4,"34,515",tt0090060,N/A
0,Spanglish,2004,PG-13,17 Dec 2004,131 min,48,6.4,"76,974",tt0371246,"$42,044,321"
0,Titanic,1997,PG-13,19 Dec 1997,194 min,75,7.8,"1,015,018",tt0120338,N/A
0,Something's Gotta Give,2003,PG-13,12 Dec 2003,128 min,66,6.7,"109,002",tt0337741,"$121,400,000"
0,Tin Cup,1996,R,16 Aug 1996,135 min,60,6.4,"45,017",tt0117918,N/A
0,Sleepless in Seattle,1993,PG,25 Jun 1993,105 min,72,6.8,"153,813",tt0108160,N/A
0,So I Married an Axe Murderer,1993,PG-13,30 Jul 1993,93 min,N/A,6.4,"32,534",tt0108174,N/A
0,Slumdog Millionaire,2008,R,25 Dec 2008,120 min,84,8.0,"781,199",tt1010048,"$141,243,551"
0,Silver Linings Playbook,2012,R,25 Dec 2012,122 min,81,7.7,"647,342",tt1045658,"$132,088,910"
0,Shakespeare in Love,1998,R,08 Jan 1999,123 min,87,7.1,"209,610",tt0138097,N/A
0,The Saint: The Brazilian Connection,1989,N/A,N/A,92 min,N/A,6.7,26,tt0235734,N/A
0,Sex and the City,2008,R,30 May 2008,145 min,53,5.6,"113,892",tt1000774,"$152,595,674"
0,She's Out of My League,2010,R,12 Mar 2010,104 min,46,6.4,"123,849",tt0815236,"$28,712,974"
0,Sense and Sensibility,1995,PG,26 Jan 1996,136 min,84,7.6,"98,350",tt0114388,N/A
0,Save the Last Dance,2001,PG-13,12 Jan 2001,112 min,53,6.2,"55,963",tt0206275,N/A
0,X-Men,2000,PG-13,14 Jul 2000,104 min,64,7.4,"559,246",tt0120903,"$156,164,829"
0,War of the Worlds,2005,PG-13,29 Jun 2005,116 min,73,6.5,"405,645",tt0407304,"$234,141,872"
0,TRON: Legacy,2010,PG,17 Dec 2010,125 min,49,6.8,"307,359",tt1104001,"$172,051,787"
0,Twins,1988,PG,09 Dec 1988,107 min,53,6.1,"109,641",tt0096320,N/A
0,V for Vendetta,2005,R,17 Mar 2006,132 min,62,8.2,"1,002,654",tt0434409,"$70,500,000"
0,Virtuosity,1995,R,04 Aug 1995,106 min,39,5.6,"27,248",tt0114857,N/A
0,Watchmen,2009,R,06 Mar 2009,162 min,56,7.6,"487,586",tt0409459,"$107,453,620"
0,X-Men Origins: Wolverine,2009,PG-13,01 May 2009,107 min,40,6.6,"457,050",tt0458525,"$179,737,340"
0,TRON,1982,PG,09 Jul 1982,96 min,58,6.8,"110,680",tt0084827,N/A
0,Surrogates,2009,PG-13,25 Sep 2009,89 min,45,6.3,"167,007",tt0986263,"$38,542,418"
0,Total Recall,1990,R,01 Jun 1990,113 min,57,7.5,"291,951",tt0100802,"$119,000,000"
0,Terminator Salvation,2009,PG-13,21 May 2009,115 min,49,6.5,"337,037",tt0438488,"$125,286,889"
0,Terminator,1991,N/A,N/A,39 min,N/A,6.1,27,tt5817168,N/A
0,Time Machine: The Journey Back,1993,N/A,N/A,48 min,N/A,7.8,209,tt0300555,N/A
0,Starship Troopers,1997,R,07 Nov 1997,129 min,51,7.2,"261,834",tt0120201,N/A
0,Supergirl,2015–,TV-PG,26 Oct 2015,43 min,N/A,6.3,"106,927",tt4016454,
0,Shrek the Third,2007,PG,18 May 2007,93 min,58,6.1,"272,550",tt0413267,"$320,706,665"
0,Toy Story,1995,G,22 Nov 1995,81 min,95,8.3,"857,038",tt0114709,N/A
0,The Transformers: The Movie,1986,PG,08 Aug 1986,84 min,N/A,7.3,"36,621",tt0092106,N/A
0,WALL·E,2008,G,27 Jun 2008,98 min,95,8.4,"967,549",tt0910970,"$223,749,872"
0,Shrek,2001,PG,18 May 2001,90 min,84,7.8,"596,311",tt0126029,"$266,982,666"
0,TMNT,2007,PG,23 Mar 2007,103 min,41,6.2,"60,242",tt0453556,"$54,132,596"
0,Up,2009,PG,29 May 2009,96 min,88,8.2,"904,824",tt1049413,"$292,979,556"
0,Rise of the Guardians,2012,PG,21 Nov 2012,97 min,58,7.3,"152,477",tt1446192,"$98,800,000"
0,How to Train Your Dragon,2010,PG,26 Mar 2010,98 min,75,8.1,"647,266",tt0892769,"$216,900,000"
0,How to Train Your Dragon 2,2014,PG,13 Jun 2014,102 min,76,7.8,"296,202",tt1646971,"$147,065,544"
0,ParaNorman,2012,PG,17 Aug 2012,92 min,72,7.0,"91,243",tt1623288,"$55,994,557"
0,Monkeybone,2001,PG-13,23 Feb 2001,93 min,40,4.7,"16,394",tt0166276,"$4,942,155"
0,Beavis and Butt-Head Do America,1996,PG-13,20 Dec 1996,81 min,64,6.8,"50,067",tt0115641,N/A
0,Despicable Me 2,2013,PG,03 Jul 2013,98 min,62,7.3,"360,967",tt1690953,"$368,049,635"
0,Cars 2,2011,G,24 Jun 2011,106 min,57,6.1,"152,890",tt1216475,"$191,450,875"
0,Coco,2017,PG,22 Nov 2017,105 min,81,8.4,"343,940",tt2380307,"$208,487,719"
0,American Gangster,2007,R,02 Nov 2007,157 min,76,7.8,"381,260",tt0765429,"$130,127,620"
0,A Scanner Darkly,2006,R,28 Jul 2006,100 min,73,7.1,"104,320",tt0405296,"$5,281,537"
0,American Hustle,2013,R,20 Dec 2013,138 min,90,7.2,"437,260",tt1800241,"$99,165,609"
0,Analyze This,1999,R,05 Mar 1999,103 min,61,6.7,"143,019",tt0122933,N/A
0,Bad Lieutenant,1992,NC-17,17 Dec 1992,96 min,70,7.1,"37,481",tt0103759,N/A
0,Analyze That,2002,R,06 Dec 2002,96 min,37,5.9,"81,023",tt0289848,"$32,070,920"
0,Arsenic and Old Lace,1944,Not Rated,23 Sep 1944,118 min,N/A,8.0,"63,845",tt0036613,N/A
0,Bad Country,2014,R,29 Apr 2014,95 min,N/A,5.8,"7,866",tt2350892,N/A
0,Collateral Damage,2002,R,08 Feb 2002,108 min,33,5.5,"70,795",tt0233469,"$39,965,988"
0,Commando,1985,R,04 Oct 1985,90 min,51,6.7,"142,224",tt0088944,N/A
0,Cradle 2 the Grave,2003,R,28 Feb 2003,101 min,36,5.8,"40,632",tt0306685,"$34,600,000"
0,Crank,2006,R,01 Sep 2006,88 min,57,6.9,"230,012",tt0479884,"$27,800,000"
0,44 Inch Chest,2009,R,15 Jan 2010,95 min,47,5.8,"6,420",tt0914837,N/A
0,Collateral,2004,R,06 Aug 2004,120 min,71,7.5,"349,490",tt0369339,"$100,003,492"
0,25th Hour,2002,R,10 Jan 2003,135 min,67,7.6,"166,545",tt0307901,N/A
0,A Prayer Before Dawn,2017,R,10 Aug 2018,116 min,76,6.9,"18,806",tt4080956,N/A
0,A Most Violent Year,2014,R,30 Jan 2015,125 min,79,7.0,"64,487",tt2937898,N/A
0,The Cable Guy,1996,PG-13,14 Jun 1996,96 min,56,6.1,"148,526",tt0115798,N/A
0,Broken Arrow,1996,R,09 Feb 1996,108 min,61,6.0,"88,924",tt0115759,N/A
0,Breakdown,1997,R,02 May 1997,93 min,73,6.9,"47,264",tt0118771,N/A
0,Bound,1996,R,04 Oct 1996,109 min,61,7.3,"49,122",tt0115736,N/A
0,Cecil B. DeMented,2000,R,01 Sep 2000,87 min,57,6.2,"12,999",tt0173716,N/A
0,Chaos,2005,R,15 Dec 2005,106 min,N/A,6.5,"50,400",tt0402910,N/A
0,Cliffhanger,1993,R,28 May 1993,113 min,60,6.4,"116,698",tt0106582,N/A
0,Liar Liar,1997,PG-13,21 Mar 1997,86 min,70,6.9,"273,714",tt0119528,N/A
0,Blood and Wine,1996,R,21 Feb 1997,101 min,N/A,6.0,"8,985",tt0115710,N/A
0,Blood Simple,1984,R,18 Jan 1985,99 min,81,7.6,"83,644",tt0086979,N/A
0,Body Heat,1981,R,28 Aug 1981,113 min,77,7.4,"29,409",tt0082089,N/A
0,Ghost Rider,2007,PG-13,16 Feb 2007,110 min,35,5.2,"218,752",tt0259324,"$115,802,596"
0,Erik the Viking,1989,PG-13,22 Sep 1989,107 min,N/A,6.3,"12,609",tt0097289,N/A
0,Drive Angry,2011,R,25 Feb 2011,104 min,44,5.4,"92,929",tt1502404,"$10,706,786"
0,Excalibur,1981,PG,10 Apr 1981,140 min,56,7.4,"55,818",tt0082348,N/A
0,Hancock,2008,PG-13,02 Jul 2008,92 min,49,6.4,"434,647",tt0448157,"$227,946,274"
0,Flash Gordon,1980,PG,05 Dec 1980,111 min,58,6.5,"49,048",tt0080745,N/A
0,Highlander,1986,R,07 Mar 1986,116 min,24,7.1,"118,150",tt0091203,N/A
0,Pokémon: Mewtwo Returns,2000,Not Rated,04 Dec 2001,63 min,N/A,6.5,"3,164",tt0304564,N/A
0,Dragonslayer,1981,PG,26 Jun 1981,109 min,68,6.7,"14,523",tt0082288,N/A
0,New York Minute,2004,PG,07 May 2004,91 min,33,5.0,"21,302",tt0363282,"$14,018,364"
0,Happy Feet,2006,PG,17 Nov 2006,108 min,77,6.4,"165,838",tt0366548,"$197,800,000"
0,Mighty Morphin Power Rangers: The Movie,1995,PG,30 Jun 1995,95 min,40,5.2,"24,582",tt0113820,N/A
0,Mighty Joe Young,1998,PG,25 Dec 1998,114 min,51,5.6,"26,935",tt0120751,N/A
0,Kung Fu Panda,2008,PG,06 Jun 2008,92 min,74,7.5,"405,963",tt0441773,"$215,395,021"
0,Tales from the Neverending Story: The Beginning,2001,N/A,N/A,120 min,N/A,5.5,33,tt2157312,N/A
0,Frankenweenie,2012,PG,05 Oct 2012,87 min,74,6.9,"94,595",tt1142977,"$35,287,788"
0,Fantastic Mr Fox: T4 Movie Special,2009,N/A,24 Oct 2009,N/A,N/A,7.8,29,tt1531905,N/A
0,Rust and Bone,2012,R,17 May 2012,120 min,73,7.5,"62,034",tt2053425,"$1,900,000"
0,Dogma,1999,R,12 Nov 1999,130 min,62,7.3,"204,707",tt0120655,N/A
0,Field of Dreams,1989,PG,05 May 1989,107 min,57,7.5,"105,057",tt0097351,N/A
0,Finding Nemo,2003,G,30 May 2003,100 min,90,8.1,"920,858",tt0266543,"$380,529,370"
0,Remember Me,2010,PG-13,12 Mar 2010,113 min,40,7.1,"134,448",tt1403981,"$18,242,661"
0,Rushmore,1998,R,19 Feb 1999,93 min,86,7.7,"164,730",tt0128445,N/A
0,Revolutionary Road,2008,R,23 Jan 2009,119 min,69,7.3,"190,055",tt0959337,"$22,877,808"
0,Rocky,1976,PG,03 Dec 1976,120 min,70,8.1,"502,081",tt0075148,N/A
0,Romeo & Juliet,1978,TV-14,03 Dec 1978,168 min,N/A,6.8,340,tt0078176,N/A
0,Runaway Bride,1999,PG,30 Jul 1999,116 min,39,5.5,"90,635",tt0163187,N/A
0,Punch-Drunk Love,2002,R,01 Nov 2002,95 min,78,7.3,"142,544",tt0272338,"$17,800,000"
0,Pretty Woman,1990,R,23 Mar 1990,119 min,51,7.0,"278,631",tt0100405,N/A
0,Rachel Getting Married,2008,R,31 Oct 2008,113 min,82,6.7,"46,580",tt1084950,"$12,748,504"
0,Out of Sight,1998,R,26 Jun 1998,123 min,85,7.0,"82,946",tt0120780,N/A
0,Piano: The Melody of a Young Girl's Heart,2002–2003,N/A,01 Jan 2002,24 min,N/A,6.6,11,tt1071676,
0,Platinum Blonde,1931,Passed,31 Oct 1931,89 min,N/A,6.9,"2,623",tt0022268,N/A
0,The Princess Bride: The Untold Tales,2007,N/A,N/A,N/A,N/A,8.0,7,tt7716840,N/A
0,No Strings Attached,2011,R,21 Jan 2011,108 min,50,6.2,"208,225",tt1411238,"$70,300,000"
0,Never Been Kissed,1999,PG-13,09 Apr 1999,107 min,60,6.1,"81,213",tt0151738,N/A
0,"Mrs. Brown, You've Got a Lovely Daughter",1968,G,01 Jan 1968,110 min,N/A,4.7,381,tt0063325,N/A
0,My Girl,1991,PG,27 Nov 1991,102 min,56,6.9,"70,013",tt0102492,N/A
0,Pride and Prejudice,1995,TV-PG,14 Jan 1996,327 min,N/A,8.8,"72,954",tt0112130,
0,My Best Friend's Wedding,1997,PG-13,20 Jun 1997,105 min,50,6.3,"124,674",tt0119738,N/A
0,Notting Hill,1999,PG-13,28 May 1999,124 min,68,7.1,"262,806",tt0125439,N/A
0,Moonstruck,1987,PG,15 Jan 1988,102 min,83,7.1,"47,598",tt0093565,N/A
0,Ninotchka,1939,Not Rated,23 Nov 1939,110 min,N/A,7.9,"18,327",tt0031725,N/A
0,Natural Born Killers,1994,R,26 Aug 1994,118 min,74,7.3,"210,566",tt0110632,N/A
0,Moonrise Kingdom,2012,PG-13,29 Jun 2012,94 min,84,7.8,"309,299",tt1748122,"$45,507,865"
